"id","timestamp","reference","contract_type","entry_tick","exit_tick","buy_price","sell_price","profit"
192,"2019-02-28 12:35:02 GMT+0300","30922169201","PUT","8292.384","8290.526",0.35,0.66,"0.31"
193,"2019-02-28 12:50:01 GMT+0300","30922452461","PUT","8290.052","8289.808",0.35,0.66,"0.31"
194,"2019-02-28 13:05:03 GMT+0300","30922734741","PUT","8292.440","8294.539",0.35,"0.00","-0.35"
195,"2019-02-28 13:20:02 GMT+0300","30923039081","PUT","8294.635","8295.668","0.70","0.00","-0.70"
196,"2019-02-28 13:45:00 GMT+0300","30923499821","CALL","8300.585","8301.061","1.40",2.72,"1.32"
197,"2019-02-28 13:50:16 GMT+0300","30923596801","CALL","8301.271","8298.998",0.35,"0.00","-0.35"
198,"2019-02-28 13:55:22 GMT+0300","30923690681","CALL","8300.022","8300.459","0.70",1.36,"0.66"
199,"2019-02-28 14:00:30 GMT+0300","30923793381","CALL","8300.944","8298.755",0.35,"0.00","-0.35"
200,"2019-02-28 14:05:34 GMT+0300","30923872621","CALL","8299.143","8299.021","0.70","0.00","-0.70"
201,"2019-02-28 14:10:38 GMT+0300","30923957201","CALL","8298.781","8301.065","1.40",2.72,"1.32"
202,"2019-02-28 14:40:00 GMT+0300","30924461761","CALL","8303.766","8301.768",0.35,"0.00","-0.35"
203,"2019-02-28 15:10:01 GMT+0300","30925037961","PUT","8295.809","8293.989","0.70",1.36,"0.66"
204,"2019-02-28 15:20:02 GMT+0300","30925224401","CALL","8297.866","8299.102",0.35,0.66,"0.31"
205,"2019-02-28 15:50:04 GMT+0300","30925818761","PUT","8305.222","8305.896",0.35,"0.00","-0.35"
206,"2019-02-28 15:55:10 GMT+0300","30925932061","CALL","8306.006","8305.414","0.70","0.00","-0.70"
207,"2019-02-28 16:00:16 GMT+0300","30926039121","CALL","8305.309","8304.086","1.40","0.00","-1.40"
208,"2019-02-28 16:25:57 GMT+0300","30926643161","CALL","8301.087","8295.663","2.80","0.00","-2.80"
209,"2019-02-28 16:35:00 GMT+0300","30926857221","CALL","8296.025","8294.350","5.60","0.00","-5.60"
210,"2019-02-28 16:40:06 GMT+0300","30926978021","CALL","8294.651","8293.598","11.20","0.00","-11.20"
211,"2019-02-28 16:50:03 GMT+0300","30927222461","PUT","8293.984","8291.959","22.40",43.49,"21.09"
212,"2019-02-28 17:05:02 GMT+0300","30927593561","CALL","8292.686","8288.756",0.35,"0.00","-0.35"
213,"2019-02-28 17:30:02 GMT+0300","30928170281","PUT","8289.489","8287.818","0.70",1.36,"0.66"
214,"2019-02-28 18:20:48 GMT+0300","30929561501","PUT","8287.632","8285.248",0.35,0.66,"0.31"
215,"2019-02-28 18:50:02 GMT+0300","30930324041","CALL","8283.854","8287.027",0.35,0.66,"0.31"
216,"2019-02-28 19:15:02 GMT+0300","30930940921","CALL","8275.784","8276.356",0.35,0.66,"0.31"
217,"2019-02-28 19:50:02 GMT+0300","30931735641","PUT","8277.155","8277.370",0.35,"0.00","-0.35"
218,"2019-02-28 19:55:08 GMT+0300","30931848361","CALL","8277.104","8276.736","0.70","0.00","-0.70"
219,"2019-02-28 20:00:14 GMT+0300","30931958541","CALL","8276.244","8276.992","1.40",2.72,"1.32"
220,"2019-02-28 20:05:20 GMT+0300","30932069141","CALL","8277.093","8276.539",0.35,"0.00","-0.35"
221,"2019-02-28 20:45:03 GMT+0300","30932891421","CALL","8277.494","8277.569","0.70",1.36,"0.66"
222,"2019-02-28 20:50:08 GMT+0300","30932995581","CALL","8277.014","8279.306",0.35,0.66,"0.31"
223,"2019-02-28 21:05:02 GMT+0300","30933306961","PUT","8284.636","8286.001",0.35,"0.00","-0.35"
224,"2019-02-28 21:10:10 GMT+0300","30933409141","PUT","8286.537","8287.658","0.70","0.00","-0.70"
225,"2019-02-28 21:15:16 GMT+0300","30933496881","PUT","8287.338","8284.252","1.40",2.72,"1.32"
226,"2019-02-28 21:20:22 GMT+0300","30933587661","CALL","8283.306","8286.957",0.35,0.66,"0.31"
227,"2019-02-28 21:45:02 GMT+0300","30934022501","PUT","8293.595","8292.102",0.35,0.66,"0.31"
228,"2019-02-28 21:55:02 GMT+0300","30934186281","PUT","8291.016","8293.128",0.35,"0.00","-0.35"
229,"2019-02-28 22:00:08 GMT+0300","30934266161","PUT","8293.581","8295.184","0.70","0.00","-0.70"
230,"2019-02-28 22:30:02 GMT+0300","30934800601","PUT","8304.262","8308.660","1.40","0.00","-1.40"
231,"2019-02-28 22:45:00 GMT+0300","30935061401","PUT","8313.113","8312.278","2.80",5.44,"2.64"
232,"2019-02-28 22:55:31 GMT+0300","30935246181","CALL","8315.462","8317.438",0.35,0.66,"0.31"
233,"2019-02-28 23:07:36 GMT+0300","30935471781","CALL","8315.516","8318.751",0.35,0.66,"0.31"
234,"2019-02-28 23:20:02 GMT+0300","30935673761","CALL","8318.232","8319.869",0.35,0.66,"0.31"
235,"2019-02-28 23:30:02 GMT+0300","30935835181","CALL","8318.934","8320.585",0.35,0.66,"0.31"
236,"2019-02-28 23:35:05 GMT+0300","30935914541","CALL","8319.884","8316.859",0.35,"0.00","-0.35"
